CREATEDAT,CUSTOMERID,DATE,TOTAL,ID
2021-06-10 21:11:01.000,33099,2021-06-10 00:00:00.000,62.02,383014
2021-06-10 21:08:53.000,30014,2021-06-10 00:00:00.000,100.08,381944
2021-06-10 21:07:21.000,30256,2021-06-10 00:00:00.000,143.58,381232
2021-06-10 21:11:07.000,30221,2021-06-10 00:00:00.000,58.75,383052
2021-06-10 21:08:59.000,33738,2021-06-10 00:00:00.000,78.32,381999
2021-06-10 21:08:32.000,31693,2021-06-10 00:00:00.000,100.08,381771
2021-06-10 21:08:05.000,31767,2021-06-10 00:00:00.000,100.08,381546
2021-06-10 21:10:58.000,30420,2021-06-10 00:00:00.000,37.43,382995
2021-06-10 21:07:21.000,31817,2021-06-10 00:00:00.000,26.76,381234
2021-06-10 21:07:20.000,30401,2021-06-10 00:00:00.000,78.32,381225
2021-06-10 21:07:21.000,30751,2021-06-10 00:00:00.000,58.75,381230
2021-06-10 21:07:22.000,31813,2021-06-10 00:00:00.000,78.32,381241
2021-06-10 21:08:09.000,32437,2021-06-10 00:00:00.000,58.75,381583
2021-06-10 21:07:18.000,29948,2021-06-10 00:00:00.000,58.75,381214
2021-06-10 21:11:01.000,29813,2021-06-10 00:00:00.000,100.08,383018
2021-06-11 00:02:58.000,32317,2021-06-10 00:00:00.000,59.09,383529
2021-06-10 21:09:38.000,30548,2021-06-10 00:00:00.000,100.08,382321
2021-06-11 00:03:01.000,32666,2021-06-10 00:00:00.000,105.03,383545
2021-06-10 21:07:25.000,33276,2021-06-10 00:00:00.000,143.58,381251
2021-06-10 21:11:00.000,32254,2021-06-10 00:00:00.000,58.75,383008
2021-06-10 21:08:28.000,33697,2021-06-10 00:00:00.000,78.32,381738
2021-06-10 21:08:20.000,32909,2021-06-10 00:00:00.000,100.08,381669
2021-06-10 21:10:22.000,31972,2021-06-10 00:00:00.000,179.48,382681
2021-06-10 21:07:24.000,32750,2021-06-10 00:00:00.000,86.46,381247
2021-06-10 21:08:01.000,31806,2021-06-10 00:00:00.000,58.75,381515
2021-06-10 21:10:41.000,30743,2021-06-10 00:00:00.000,58.75,382841
2021-06-11 00:03:01.000,32098,2021-06-10 00:00:00.000,100.65,383544
2021-06-10 21:09:33.000,31983,2021-06-10 00:00:00.000,78.32,382278
2021-06-10 21:10:13.000,31511,2021-06-10 00:00:00.000,182.74,382610
2021-06-10 21:08:48.000,30989,2021-06-10 00:00:00.000,78.32,381905
2021-06-10 21:08:16.000,33817,2021-06-10 00:00:00.000,58.75,381638
2021-06-10 21:09:41.000,32154,2021-06-10 00:00:00.000,78.32,382350
2021-06-10 21:10:53.000,31497,2021-06-10 00:00:00.000,58.75,382943
2021-06-10 21:07:21.000,31590,2021-06-10 00:00:00.000,47.86,381235
2021-06-10 21:11:07.000,30097,2021-06-10 00:00:00.000,78.32,383064
2021-06-10 21:07:18.000,30062,2021-06-10 00:00:00.000,78.32,381218
2021-06-11 00:02:31.000,33746,2021-06-10 00:00:00.000,73.1,383374
2021-06-08 21:03:09.000,29940,2021-06-08 00:00:00.000,143.58,380820
2021-06-10 21:07:22.000,31574,2021-06-10 00:00:00.000,58.75,381243
2021-06-10 21:09:24.000,33711,2021-06-10 00:00:00.000,143.58,382208
2021-06-11 00:02:24.000,33437,2021-06-10 00:00:00.000,59.09,383321
2021-06-10 21:09:37.000,32453,2021-06-10 00:00:00.000,143.58,382310
2021-06-10 21:08:31.000,31859,2021-06-10 00:00:00.000,155.55,381758
2021-06-10 21:08:55.000,32771,2021-06-10 00:00:00.000,58.75,381962
2021-06-11 00:02:21.000,32835,2021-06-10 00:00:00.000,78.77,383303
2021-06-11 00:02:14.000,33762,2021-06-10 00:00:00.000,59.09,383250
2021-06-11 00:03:03.000,33446,2021-06-10 00:00:00.000,57.68,383559
2021-06-10 21:08:47.000,30451,2021-06-10 00:00:00.000,58.75,381896
2021-06-10 21:07:22.000,31988,2021-06-10 00:00:00.000,100.08,381239
2021-06-10 21:08:31.000,29933,2021-06-10 00:00:00.000,100.08,381759
2021-06-10 21:09:43.000,32852,2021-06-10 00:00:00.000,100.08,382358
2021-06-10 21:08:32.000,31884,2021-06-10 00:00:00.000,58.75,381763
2021-06-10 21:10:21.000,30076,2021-06-10 00:00:00.000,0,382673
2021-06-11 00:02:20.000,32290,2021-06-10 00:00:00.000,0,383298
2021-06-10 21:08:03.000,32378,2021-06-10 00:00:00.000,78.32,381536
2021-06-10 21:09:35.000,31807,2021-06-10 00:00:00.000,143.58,382294
2021-06-10 21:08:36.000,32260,2021-06-10 00:00:00.000,100.08,381802
2021-06-10 21:07:57.000,30752,2021-06-10 00:00:00.000,84.86,381486
2021-06-10 21:08:29.000,33652,2021-06-10 00:00:00.000,143.58,381742
2021-06-10 21:09:26.000,32779,2021-06-10 00:00:00.000,47.86,382217
2021-06-10 21:10:43.000,33821,2021-06-10 00:00:00.000,132.71,382859
2021-06-10 21:09:43.000,31872,2021-06-10 00:00:00.000,100.08,382357
2021-06-10 21:11:24.000,31158,2021-06-10 00:00:00.000,78.32,383182
2021-06-10 21:10:58.000,32924,2021-06-10 00:00:00.000,58.75,382994
2021-06-10 21:10:44.000,33580,2021-06-10 00:00:00.000,143.58,382870
2021-06-10 21:08:49.000,30835,2021-06-10 00:00:00.000,78.32,381915
2021-06-10 21:07:19.000,30023,2021-06-10 00:00:00.000,78.32,381222
2021-06-11 00:03:06.000,32606,2021-06-10 00:00:00.000,59.09,383579
2021-06-10 21:09:01.000,31148,2021-06-10 00:00:00.000,100.08,382016
2021-06-10 21:09:17.000,30193,2021-06-10 00:00:00.000,78.32,382149
2021-06-10 21:09:17.000,31874,2021-06-10 00:00:00.000,182.74,382145
2021-06-10 21:08:14.000,30866,2021-06-10 00:00:00.000,78.32,381624
2021-06-10 21:09:54.000,33280,2021-06-10 00:00:00.000,143.58,382452
2021-06-10 21:07:25.000,32006,2021-06-10 00:00:00.000,58.75,381253
2021-06-10 21:07:53.000,30169,2021-06-10 00:00:00.000,23.89,381458
2021-06-11 00:02:20.000,32675,2021-06-10 00:00:00.000,59.09,383293
2021-06-10 21:09:02.000,32452,2021-06-10 00:00:00.000,103.34,382025
2021-06-10 21:08:18.000,31049,2021-06-10 00:00:00.000,78.32,381654
2021-06-10 21:10:10.000,31804,2021-06-10 00:00:00.000,143.58,382583
2021-06-10 21:08:33.000,32258,2021-06-10 00:00:00.000,78.32,381777
2021-06-10 21:11:02.000,32788,2021-06-10 00:00:00.000,104.43,383021
2021-06-10 21:09:34.000,30143,2021-06-10 00:00:00.000,58.75,382285
2021-06-10 21:10:37.000,30615,2021-06-10 00:00:00.000,23.89,382802
2021-06-10 21:10:23.000,33800,2021-06-10 00:00:00.000,75.05,382687
2021-06-10 21:11:20.000,31729,2021-06-10 00:00:00.000,78.32,383149
2021-06-10 21:07:24.000,32883,2021-06-10 00:00:00.000,78.32,381249
2021-06-10 21:10:20.000,32837,2021-06-10 00:00:00.000,78.32,382664
2021-06-10 21:07:50.000,31491,2021-06-10 00:00:00.000,146.85,381438
2021-06-11 00:02:45.000,32896,2021-06-10 00:00:00.000,144.41,383445
2021-06-10 21:09:18.000,33063,2021-06-10 00:00:00.000,143.58,382158
2021-06-10 21:07:22.000,31022,2021-06-10 00:00:00.000,143.58,381237
2021-06-10 21:10:18.000,31696,2021-06-10 00:00:00.000,130.85,382645
2021-06-10 21:07:50.000,30696,2021-06-10 00:00:00.000,58.75,381437
2021-06-10 21:10:34.000,32620,2021-06-10 00:00:00.000,155.54,382779
2021-06-10 21:11:32.000,30770,2021-06-10 00:00:00.000,78.32,383234
2021-06-10 21:11:31.000,32427,2021-06-10 00:00:00.000,153.38,383229
2021-06-10 21:07:22.000,30941,2021-06-10 00:00:00.000,78.32,381236
2021-06-10 21:09:43.000,29958,2021-06-10 00:00:00.000,58.75,382363
2021-06-10 21:08:18.000,31224,2021-06-10 00:00:00.000,100.08,381652
2021-06-10 21:09:50.000,30534,2021-06-10 00:00:00.000,104.43,382418
2021-06-10 21:07:50.000,33573,2021-06-10 00:00:00.000,78.32,381436
2021-06-10 21:08:00.000,30938,2021-06-10 00:00:00.000,100.08,381508
2021-06-10 21:08:50.000,31169,2021-06-10 00:00:00.000,58.75,381925
2021-06-10 21:09:04.000,32942,2021-06-10 00:00:00.000,112.37,382037
2021-06-10 21:09:26.000,30448,2021-06-10 00:00:00.000,62.02,382214
2021-06-11 00:02:31.000,32200,2021-06-10 00:00:00.000,59.09,383380
2021-06-10 21:07:25.000,33380,2021-06-10 00:00:00.000,100.08,381256
2021-06-10 21:09:45.000,33797,2021-06-10 00:00:00.000,58.75,382375
2021-06-10 21:07:18.000,29806,2021-06-10 00:00:00.000,58.75,381215
2021-06-10 21:07:25.000,32573,2021-06-10 00:00:00.000,78.32,381252
2021-06-11 00:02:20.000,33391,2021-06-10 00:00:00.000,78.77,383295
2021-06-10 21:07:49.000,33256,2021-06-10 00:00:00.000,182.74,381432
2021-06-10 21:10:27.000,32274,2021-06-10 00:00:00.000,100.08,382724
2021-06-10 21:07:49.000,32403,2021-06-10 00:00:00.000,100.08,381433
2021-06-10 21:09:45.000,29880,2021-06-10 00:00:00.000,78.32,382381
2021-06-10 21:10:45.000,32930,2021-06-10 00:00:00.000,98.97,382877
2021-06-10 21:07:20.000,30279,2021-06-10 00:00:00.000,143.58,381227
2021-06-10 21:08:26.000,32700,2021-06-10 00:00:00.000,78.32,381717
2021-06-10 21:06:54.000,33053,2021-06-10 00:00:00.000,81.59,381030
2021-06-10 21:07:47.000,30079,2021-06-10 00:00:00.000,143.58,381413
2021-06-10 21:10:42.000,30689,2021-06-10 00:00:00.000,78.32,382849
2021-06-10 21:11:26.000,31760,2021-06-10 00:00:00.000,78.32,383197
2021-06-10 21:10:43.000,30653,2021-06-10 00:00:00.000,100.08,382863
2021-06-10 21:11:27.000,31441,2021-06-10 00:00:00.000,58.75,383201
2021-06-10 21:09:01.000,30501,2021-06-10 00:00:00.000,78.32,382017
2021-06-10 21:10:00.000,31185,2021-06-10 00:00:00.000,100.08,382507
2021-06-10 21:09:01.000,32882,2021-06-10 00:00:00.000,0,382018
2021-06-10 21:09:01.000,31555,2021-06-10 00:00:00.000,100.08,382014
2021-06-10 21:07:20.000,30911,2021-06-10 00:00:00.000,78.32,381224
2021-06-10 21:07:18.000,30074,2021-06-10 00:00:00.000,143.58,381221
2021-06-10 21:09:14.000,31548,2021-06-10 00:00:00.000,78.32,382125
2021-06-10 21:07:24.000,32749,2021-06-10 00:00:00.000,78.32,381250
2021-06-10 21:10:37.000,30469,2021-06-10 00:00:00.000,0,382799
2021-06-10 21:08:40.000,32415,2021-06-10 00:00:00.000,100.08,381833
2021-06-10 21:07:20.000,30227,2021-06-10 00:00:00.000,58.75,381226
2021-06-10 21:10:27.000,33208,2021-06-10 00:00:00.000,143.58,382722
2021-06-10 21:08:03.000,31846,2021-06-10 00:00:00.000,0,381530
2021-06-11 00:03:06.000,32288,2021-06-10 00:00:00.000,59.09,383577
2021-06-10 21:07:57.000,33544,2021-06-10 00:00:00.000,78.32,381485
2021-06-10 21:11:10.000,31058,2021-06-10 00:00:00.000,78.32,383079
2021-06-10 21:08:36.000,31105,2021-06-10 00:00:00.000,81.59,381806
2021-06-10 21:09:23.000,33576,2021-06-10 00:00:00.000,78.32,382198
2021-06-10 21:10:51.000,33109,2021-06-10 00:00:00.000,78.32,382932
2021-06-10 21:08:19.000,30924,2021-06-10 00:00:00.000,66.36,381659
2021-06-10 21:10:51.000,32100,2021-06-10 00:00:00.000,78.32,382928
2021-06-10 21:09:40.000,33622,2021-06-10 00:00:00.000,78.32,382333
2021-06-10 21:07:21.000,30178,2021-06-10 00:00:00.000,58.75,381229
2021-06-10 21:07:21.000,30895,2021-06-10 00:00:00.000,78.32,381233
2021-06-10 21:09:37.000,30144,2021-06-10 00:00:00.000,101.16,382315
2021-06-10 21:10:39.000,30438,2021-06-10 00:00:00.000,58.75,382825
2021-06-10 21:08:15.000,30760,2021-06-10 00:00:00.000,143.58,381626
2021-06-11 00:03:10.000,33383,2021-06-10 00:00:00.000,78.77,383612
2021-06-10 21:11:19.000,33636,2021-06-10 00:00:00.000,58.75,383148
2021-06-11 00:03:09.000,33439,2021-06-10 00:00:00.000,78.77,383600
2021-06-10 21:08:35.000,32393,2021-06-10 00:00:00.000,78.32,381795
2021-06-10 21:07:21.000,31120,2021-06-10 00:00:00.000,100.08,381231
2021-06-10 21:11:25.000,33392,2021-06-10 00:00:00.000,78.32,383189
2021-06-10 21:10:51.000,31055,2021-06-10 00:00:00.000,100.08,382930
2021-06-11 00:02:45.000,33483,2021-06-10 00:00:00.000,78.77,383442
2021-06-10 21:09:37.000,29844,2021-06-10 00:00:00.000,58.75,382309
2021-06-10 21:09:32.000,31730,2021-06-10 00:00:00.000,0,382275
2021-06-10 21:10:37.000,30531,2021-06-10 00:00:00.000,182.74,382806
2021-06-10 21:10:07.000,30704,2021-06-10 00:00:00.000,137.61,382559
2021-06-10 21:09:58.000,30019,2021-06-10 00:00:00.000,100.08,382491
2021-06-10 21:08:44.000,31897,2021-06-10 00:00:00.000,100.08,381868
2021-06-10 21:07:26.000,33560,2021-06-10 00:00:00.000,58.75,381263
2021-06-10 21:11:16.000,33410,2021-06-10 00:00:00.000,100.08,383118
2021-06-10 21:09:53.000,31075,2021-06-10 00:00:00.000,58.75,382448
2021-06-10 21:07:25.000,33318,2021-06-10 00:00:00.000,100.08,381262
2021-06-10 21:10:39.000,30332,2021-06-10 00:00:00.000,103.34,382824
2021-06-11 00:02:44.000,32672,2021-06-10 00:00:00.000,59.09,383437
2021-06-10 21:11:06.000,31892,2021-06-10 00:00:00.000,58.75,383051
2021-06-10 21:07:18.000,30024,2021-06-10 00:00:00.000,78.32,381219
2021-06-10 21:11:17.000,31568,2021-06-10 00:00:00.000,71.79,383132
2021-06-10 21:10:55.000,30228,2021-06-10 00:00:00.000,78.32,382962
2021-06-11 00:02:48.000,32998,2021-06-10 00:00:00.000,59.09,383462
2021-06-10 21:07:22.000,31810,2021-06-10 00:00:00.000,100.08,381238
2021-06-10 21:07:23.000,32533,2021-06-10 00:00:00.000,100.08,381244
2021-06-10 21:09:55.000,33119,2021-06-10 00:00:00.000,78.32,382467
2021-06-10 21:07:25.000,33169,2021-06-10 00:00:00.000,78.32,381257
2021-06-10 21:07:49.000,30007,2021-06-10 00:00:00.000,100.08,381430
2021-06-10 21:07:20.000,30836,2021-06-10 00:00:00.000,89.19,381223
2021-06-10 21:07:44.000,32795,2021-06-10 00:00:00.000,100.08,381399
2021-06-10 21:11:14.000,33087,2021-06-10 00:00:00.000,78.32,383101
2021-06-10 21:11:24.000,32918,2021-06-10 00:00:00.000,72.88,383183
2021-06-10 21:08:42.000,30089,2021-06-10 00:00:00.000,78.32,381851
2021-06-10 21:07:52.000,30272,2021-06-10 00:00:00.000,58.75,381453
2021-06-10 21:11:17.000,30754,2021-06-10 00:00:00.000,81.59,383134
2021-06-11 00:02:19.000,32824,2021-06-10 00:00:00.000,183.78,383290
2021-06-10 21:10:28.000,30649,2021-06-10 00:00:00.000,58.75,382730
2021-06-10 21:08:55.000,32647,2021-06-10 00:00:00.000,146.85,381964
2021-06-10 21:09:18.000,33517,2021-06-10 00:00:00.000,182.74,382163
2021-06-10 21:07:18.000,29868,2021-06-10 00:00:00.000,78.32,381216
2021-06-10 21:10:49.000,33370,2021-06-10 00:00:00.000,62.02,382913
2021-06-10 21:07:21.000,30271,2021-06-10 00:00:00.000,78.32,381228
2021-06-10 21:07:46.000,33826,2021-06-10 00:00:00.000,78.32,381410
2021-06-10 21:11:12.000,32222,2021-06-10 00:00:00.000,53.17,383092
2021-06-10 21:11:15.000,31562,2021-06-10 00:00:00.000,100.08,383115
2021-06-10 21:10:57.000,31861,2021-06-10 00:00:00.000,103.34,382982
2021-06-11 00:02:21.000,32226,2021-06-10 00:00:00.000,78.77,383304
2021-06-10 21:08:12.000,32351,2021-06-10 00:00:00.000,78.32,381604
2021-06-10 21:09:36.000,31422,2021-06-10 00:00:00.000,78.32,382304
2021-06-10 21:10:46.000,32668,2021-06-10 00:00:00.000,143.58,382888
2021-06-10 21:07:24.000,32770,2021-06-10 00:00:00.000,78.32,381248
2021-06-10 21:07:45.000,30224,2021-06-10 00:00:00.000,58.75,381407
2021-06-11 00:02:22.000,32096,2021-06-10 00:00:00.000,78.77,383308
2021-06-11 00:02:13.000,33610,2021-06-10 00:00:00.000,78.77,383239
2021-06-10 21:10:24.000,33415,2021-06-10 00:00:00.000,143.58,382696
2021-06-10 21:07:22.000,31079,2021-06-10 00:00:00.000,143.58,381240
2021-06-10 21:08:49.000,33705,2021-06-10 00:00:00.000,100.08,381919
2021-06-10 21:09:41.000,30817,2021-06-10 00:00:00.000,78.32,382342
2021-06-10 21:10:43.000,31380,2021-06-10 00:00:00.000,100.08,382862
2021-06-10 21:07:44.000,30637,2021-06-10 00:00:00.000,83.76,381395
2021-06-10 21:11:13.000,33688,2021-06-10 00:00:00.000,81.59,383094
2021-06-11 00:02:44.000,32582,2021-06-10 00:00:00.000,78.77,383440
2021-06-10 21:08:58.000,33788,2021-06-10 00:00:00.000,0,381993
2021-06-10 21:09:11.000,31324,2021-06-10 00:00:00.000,100.08,382102
2021-06-11 00:02:25.000,32713,2021-06-10 00:00:00.000,0,383334
2021-06-10 21:08:19.000,30138,2021-06-10 00:00:00.000,100.08,381661
2021-06-10 21:08:52.000,31907,2021-06-10 00:00:00.000,182.74,381935
2021-06-10 21:10:22.000,30799,2021-06-10 00:00:00.000,130.55,382675
2021-06-10 21:08:42.000,29927,2021-06-10 00:00:00.000,100.08,381854
2021-06-11 00:02:32.000,33672,2021-06-10 00:00:00.000,73.86,383384
2021-06-10 21:10:22.000,30824,2021-06-10 00:00:00.000,100.08,382683
2021-06-10 21:08:54.000,31649,2021-06-10 00:00:00.000,78.32,381952
2021-06-10 21:10:37.000,33477,2021-06-10 00:00:00.000,64.12,382803
2021-06-10 21:09:42.000,33126,2021-06-10 00:00:00.000,78.32,382354
2021-06-10 21:11:14.000,29941,2021-06-10 00:00:00.000,58.75,383109
2021-06-10 21:09:29.000,33520,2021-06-10 00:00:00.000,78.32,382245
2021-06-10 21:08:58.000,32758,2021-06-10 00:00:00.000,78.32,381989
2021-06-10 21:08:20.000,30778,2021-06-10 00:00:00.000,62.02,381667
2021-06-10 21:10:46.000,32785,2021-06-10 00:00:00.000,227.34,382882
2021-06-10 21:09:43.000,30761,2021-06-10 00:00:00.000,78.32,382362
2021-06-10 21:08:35.000,32623,2021-06-10 00:00:00.000,78.32,381800
2021-06-10 21:09:45.000,32704,2021-06-10 00:00:00.000,78.32,382379
2021-06-10 21:10:02.000,32634,2021-06-10 00:00:00.000,100.08,382522
2021-06-11 00:02:42.000,33042,2021-06-10 00:00:00.000,78.77,383429
2021-06-10 21:09:10.000,31100,2021-06-10 00:00:00.000,78.32,382094
2021-06-10 21:08:17.000,32023,2021-06-10 00:00:00.000,58.75,381643
2021-06-11 00:03:02.000,32978,2021-06-10 00:00:00.000,59.09,383552
2021-06-10 21:10:46.000,31051,2021-06-10 00:00:00.000,146.85,382883
2021-06-11 00:02:43.000,32386,2021-06-10 00:00:00.000,59.09,383434
2021-06-10 21:07:24.000,32352,2021-06-10 00:00:00.000,23.89,381245
2021-06-10 21:08:37.000,32307,2021-06-10 00:00:00.000,182.74,381811
2021-06-10 21:08:43.000,29965,2021-06-10 00:00:00.000,100.08,381867
2021-06-11 00:03:10.000,32678,2021-06-10 00:00:00.000,78.77,383610
2021-06-11 00:02:38.000,32487,2021-06-10 00:00:00.000,183.78,383409
2021-06-10 21:10:30.000,32248,2021-06-10 00:00:00.000,100.08,382747
2021-06-10 21:08:02.000,32701,2021-06-10 00:00:00.000,78.32,381528
2021-06-10 21:11:01.000,33420,2021-06-10 00:00:00.000,100.51,383012
2021-06-10 21:09:14.000,33691,2021-06-10 00:00:00.000,83.76,382116
2021-06-11 21:15:03.000,30219,2021-06-11 00:00:00.000,104.42,385133
2021-06-11 21:17:59.000,32782,2021-06-11 00:00:00.000,58.75,386521
2021-06-11 21:18:46.000,30713,2021-06-11 00:00:00.000,0,386881
2021-06-11 21:18:15.000,31963,2021-06-11 00:00:00.000,104.43,386641
2021-06-11 21:12:48.000,30820,2021-06-11 00:00:00.000,100.08,384075
2021-06-11 21:16:48.000,30753,2021-06-11 00:00:00.000,78.32,385934
2021-06-11 21:16:28.000,33078,2021-06-11 00:00:00.000,146.85,385762
2021-06-12 00:02:39.000,32893,2021-06-11 00:00:00.000,91.9,387119
2021-06-11 21:14:17.000,29968,2021-06-11 00:00:00.000,58.75,384783
2021-06-11 21:17:37.000,30976,2021-06-11 00:00:00.000,78.32,386336
2021-06-11 21:16:32.000,33661,2021-06-11 00:00:00.000,100.08,385787
2021-06-11 21:18:05.000,30115,2021-06-11 00:00:00.000,78.32,386563
2021-06-11 21:14:16.000,33094,2021-06-11 00:00:00.000,78.32,384774
2021-06-11 21:14:57.000,32901,2021-06-11 00:00:00.000,100.08,385086
2021-06-11 21:16:02.000,31142,2021-06-11 00:00:00.000,78.32,385562
2021-06-11 21:14:46.000,30676,2021-06-11 00:00:00.000,100.08,385008
2021-06-12 00:02:35.000,33219,2021-06-11 00:00:00.000,78.77,387091
2021-06-11 21:12:54.000,33473,2021-06-11 00:00:00.000,78.32,384128
2021-06-11 21:14:40.000,31040,2021-06-11 00:00:00.000,100.08,384957
2021-06-11 21:14:16.000,30596,2021-06-11 00:00:00.000,126.16,384775
2021-06-11 21:15:57.000,32919,2021-06-11 00:00:00.000,100.08,385532
2021-06-11 21:17:10.000,33846,2021-06-11 00:00:00.000,182.74,386110
2021-06-11 21:18:50.000,33196,2021-06-11 00:00:00.000,81.59,386915
2021-06-11 21:17:38.000,30288,2021-06-11 00:00:00.000,125.1,386350
2021-06-11 21:12:47.000,30669,2021-06-11 00:00:00.000,58.75,384073
2021-06-11 21:12:56.000,33585,2021-06-11 00:00:00.000,143.58,384141
2021-06-11 21:13:34.000,30748,2021-06-11 00:00:00.000,58.75,384426
2021-06-11 21:16:28.000,32807,2021-06-11 00:00:00.000,78.32,385760
2021-06-11 21:18:33.000,30581,2021-06-11 00:00:00.000,58.75,386786
2021-06-12 00:02:34.000,33843,2021-06-11 00:00:00.000,78.77,387084
2021-06-11 21:14:29.000,32703,2021-06-11 00:00:00.000,78.32,384879
2021-06-11 21:18:44.000,32627,2021-06-11 00:00:00.000,78.32,386864
2021-06-11 21:15:16.000,32777,2021-06-11 00:00:00.000,78.32,385225
2021-06-12 00:02:38.000,33218,2021-06-11 00:00:00.000,12.71,387117
2021-06-12 00:02:34.000,33806,2021-06-11 00:00:00.000,100.65,387087
2021-06-11 21:12:57.000,33587,2021-06-11 00:00:00.000,58.75,384148
2021-06-12 00:02:41.000,32301,2021-06-11 00:00:00.000,73.1,387139
2021-06-11 21:15:46.000,33359,2021-06-11 00:00:00.000,100.08,385443
2021-06-11 21:13:26.000,31431,2021-06-11 00:00:00.000,100.08,384354
2021-06-11 21:16:27.000,32324,2021-06-11 00:00:00.000,143.58,385746
2021-06-11 21:18:05.000,31250,2021-06-11 00:00:00.000,103.34,386564
2021-06-11 21:12:44.000,30042,2021-06-11 00:00:00.000,58.75,384048
2021-06-11 21:13:27.000,32447,2021-06-11 00:00:00.000,58.75,384369
2021-06-11 21:15:40.000,33860,2021-06-11 00:00:00.000,64.12,385398
2021-06-11 21:16:47.000,32485,2021-06-11 00:00:00.000,78.32,385920
2021-06-11 21:17:23.000,33591,2021-06-11 00:00:00.000,94.65,386219
2021-06-11 21:12:52.000,32007,2021-06-11 00:00:00.000,100.08,384103
2021-06-11 21:12:47.000,30692,2021-06-11 00:00:00.000,78.32,384068
2021-06-11 21:16:37.000,29802,2021-06-11 00:00:00.000,174.05,385831
2021-06-12 00:02:34.000,33151,2021-06-11 00:00:00.000,78.77,387085
2021-06-11 21:12:47.000,30787,2021-06-11 00:00:00.000,78.32,384072
2021-06-11 21:12:50.000,31048,2021-06-11 00:00:00.000,58.75,384086
2021-06-11 21:17:58.000,30964,2021-06-11 00:00:00.000,78.32,386513
2021-06-11 21:18:25.000,32227,2021-06-11 00:00:00.000,58.75,386723
2021-06-11 21:14:10.000,32188,2021-06-11 00:00:00.000,182.74,384732
2021-06-11 21:16:45.000,31738,2021-06-11 00:00:00.000,58.75,385902
2021-06-11 21:18:11.000,30512,2021-06-11 00:00:00.000,58.75,386612
2021-06-11 21:12:52.000,32557,2021-06-11 00:00:00.000,78.32,384104
2021-06-11 21:14:39.000,31252,2021-06-11 00:00:00.000,78.32,384954
2021-06-12 00:02:49.000,33148,2021-06-11 00:00:00.000,78.77,387209
2021-06-11 21:16:54.000,33743,2021-06-11 00:00:00.000,78.32,385979
2021-06-11 21:15:55.000,32220,2021-06-11 00:00:00.000,78.32,385516
2021-06-11 21:15:03.000,32601,2021-06-11 00:00:00.000,143.58,385123
2021-06-11 21:16:49.000,31973,2021-06-11 00:00:00.000,4.31,385939
2021-06-11 21:17:49.000,32617,2021-06-11 00:00:00.000,112.59,386442
2021-06-11 21:12:53.000,32422,2021-06-11 00:00:00.000,58.75,384112
2021-06-11 21:12:45.000,30150,2021-06-11 00:00:00.000,78.32,384055
2021-06-11 21:17:03.000,33682,2021-06-11 00:00:00.000,143.58,386055
2021-06-11 21:15:30.000,31195,2021-06-11 00:00:00.000,100.08,385326
2021-06-11 21:18:38.000,30106,2021-06-11 00:00:00.000,100.08,386827
2021-06-11 21:18:08.000,33372,2021-06-11 00:00:00.000,58.75,386590
2021-06-11 21:14:19.000,32732,2021-06-11 00:00:00.000,78.32,384792
2021-06-11 21:12:54.000,33408,2021-06-11 00:00:00.000,100.08,384126
2021-06-11 21:18:45.000,32117,2021-06-11 00:00:00.000,78.32,386875
2021-06-11 21:12:51.000,32131,2021-06-11 00:00:00.000,182.74,384101
2021-06-11 21:13:35.000,30095,2021-06-11 00:00:00.000,100.08,384438
2021-06-11 21:13:44.000,32793,2021-06-11 00:00:00.000,112.59,384511
2021-06-11 21:14:20.000,30230,2021-06-11 00:00:00.000,78.32,384804
2021-06-11 21:12:52.000,32479,2021-06-11 00:00:00.000,100.08,384108
2021-06-11 21:15:09.000,32256,2021-06-11 00:00:00.000,100.08,385177
2021-06-11 21:12:50.000,31518,2021-06-11 00:00:00.000,58.75,384090
2021-06-11 21:14:18.000,30358,2021-06-11 00:00:00.000,58.75,384787
2021-06-11 21:13:53.000,33538,2021-06-11 00:00:00.000,100.08,384593
2021-06-11 21:13:50.000,31373,2021-06-11 00:00:00.000,26.76,384568
2021-06-11 21:12:52.000,32043,2021-06-11 00:00:00.000,78.32,384109
2021-06-11 21:17:22.000,33166,2021-06-11 00:00:00.000,78.32,386211
2021-06-11 21:18:07.000,33502,2021-06-11 00:00:00.000,100.08,386585
2021-06-12 00:02:34.000,32511,2021-06-11 00:00:00.000,59.09,387082
2021-06-11 21:15:34.000,30474,2021-06-11 00:00:00.000,58.75,385354
2021-06-11 21:15:06.000,30316,2021-06-11 00:00:00.000,143.58,385159
2021-06-11 21:18:30.000,30206,2021-06-11 00:00:00.000,78.32,386761
2021-06-11 21:17:18.000,32240,2021-06-11 00:00:00.000,182.74,386174
2021-06-11 21:14:20.000,32041,2021-06-11 00:00:00.000,58.75,384806
2021-06-11 21:11:50.000,31965,2021-06-11 00:00:00.000,62.02,383623
2021-06-11 21:18:12.000,32856,2021-06-11 00:00:00.000,78.32,386619
2021-06-11 21:17:40.000,32706,2021-06-11 00:00:00.000,58.75,386363
2021-06-11 21:12:52.000,32192,2021-06-11 00:00:00.000,100.08,384107
2021-06-11 21:18:42.000,33596,2021-06-11 00:00:00.000,58.75,386853
