CREATEDAT,ID,INVOICEID,STATUS
2021-11-11 18:16:22.000,714626,647766,accepted
2021-11-11 17:18:33.000,713164,644490,accepted
2021-11-11 17:17:52.000,712771,644875,accepted
2021-11-11 17:14:29.000,710814,646806,rejected
2021-11-11 17:19:36.000,713762,643928,accepted
2021-11-11 17:14:25.000,710778,646813,accepted
2021-11-11 17:15:30.000,711403,646204,accepted
2021-11-11 17:19:35.000,713756,643932,accepted
2021-11-11 17:17:54.000,712784,644862,accepted
2021-11-11 17:13:39.000,710333,647247,accepted
2021-11-11 17:19:38.000,713784,643930,rejected
2021-11-11 17:13:45.000,710388,647192,accepted
2021-11-11 17:15:24.000,711341,646263,accepted
2021-11-11 17:13:52.000,710464,647116,accepted
2021-11-11 17:19:38.000,713783,643908,accepted
2021-11-11 17:19:37.000,713781,643910,accepted
2021-11-11 17:16:29.000,711964,645654,accepted
2021-11-11 17:16:30.000,711974,645645,accepted
2021-11-11 17:17:47.000,712724,644921,accepted
2021-11-11 17:16:05.000,711744,645868,accepted
2021-11-11 17:14:05.000,710586,646999,accepted
2021-11-11 17:17:36.000,712613,645027,accepted
2021-11-11 17:17:52.000,712775,644871,accepted
2021-11-11 17:18:50.000,713334,644354,rejected
2021-11-11 17:16:36.000,712036,645587,accepted
2021-11-11 17:18:41.000,713244,644410,accepted
2021-11-11 17:16:20.000,711881,645734,accepted
2021-11-11 17:19:39.000,713796,643898,accepted
2021-11-11 17:14:27.000,710798,646794,accepted
2021-11-11 17:17:28.000,712531,645108,accepted
2021-11-11 17:19:36.000,713770,643921,accepted
2021-11-11 17:16:08.000,711764,645849,accepted
2021-11-11 17:17:44.000,712685,644959,accepted
2021-11-11 17:19:35.000,713760,643930,rejected
2021-11-11 17:19:39.000,713793,643901,accepted
2021-11-11 17:15:12.000,711231,646373,accepted
2021-11-11 17:14:06.000,710596,646989,accepted
2021-11-11 17:19:35.000,713754,643934,accepted
2021-11-11 17:15:58.000,711674,645938,accepted
2021-11-11 17:18:39.000,713228,644426,accepted
2021-11-11 22:00:35.000,715943,643925,rejected
2021-11-11 20:04:10.000,715441,648214,accepted
2021-11-11 20:04:35.000,715682,647977,accepted
2021-11-11 20:03:54.000,715286,648366,accepted
2021-11-11 22:00:38.000,715963,643925,rejected
2021-11-11 22:00:35.000,715945,643930,rejected
2021-11-11 20:03:29.000,715033,648617,accepted
2021-11-11 20:04:01.000,715354,648299,accepted
2021-11-11 20:03:52.000,715261,648390,accepted
2021-11-11 22:00:41.000,715987,644354,accepted
2021-11-11 20:03:42.000,715163,648488,accepted
2021-11-11 20:04:10.000,715443,648212,accepted
2021-11-11 20:04:15.000,715492,648165,accepted
2021-11-11 20:04:18.000,715516,648141,accepted
2021-11-11 22:00:25.000,715872,646806,accepted
2021-11-11 20:03:56.000,715305,648347,accepted
2021-11-11 20:04:16.000,715494,648163,accepted
2021-11-11 22:00:39.000,715971,643930,rejected
2021-11-12 17:05:41.000,716740,649313,accepted
2021-11-12 17:05:49.000,716810,649243,accepted
2021-11-12 17:06:17.000,717085,648975,accepted
2021-11-12 17:05:25.000,716576,649500,rejected
2021-11-12 17:05:55.000,716879,649175,accepted
2021-11-12 17:05:51.000,716830,649224,accepted
2021-11-12 17:05:56.000,716882,649172,accepted
2021-11-12 17:05:38.000,716710,649342,accepted
2021-11-12 17:05:02.000,716347,649698,accepted
2021-11-12 17:05:20.000,716535,649513,accepted
2021-11-12 17:06:18.000,717092,648968,accepted
2021-11-12 17:04:56.000,716297,649745,accepted
2021-11-12 17:05:38.000,716714,649338,accepted
2021-11-12 17:04:50.000,716233,649807,accepted
2021-11-12 17:05:18.000,716516,649532,accepted
2021-11-12 17:05:07.000,716400,649647,accepted
2021-11-12 17:05:49.000,716814,649239,accepted
2021-11-12 17:06:18.000,717100,648961,accepted
2021-11-12 17:06:18.000,717098,648963,accepted
2021-11-12 17:05:05.000,716378,649667,accepted
2021-11-12 17:05:26.000,716590,649462,accepted
2021-11-12 17:06:18.000,717090,648970,accepted
2021-11-12 17:06:16.000,717080,648980,accepted
2021-11-12 17:06:17.000,717084,648976,accepted
2021-11-12 17:05:59.000,716918,649136,accepted
2021-11-12 17:05:11.000,716437,649610,accepted
2021-11-12 17:05:59.000,716915,649139,accepted
2021-11-12 17:05:22.000,716548,649500,rejected
2021-11-12 17:06:07.000,716987,649067,accepted
2021-11-12 17:05:26.000,716584,649468,accepted
2021-11-12 17:04:54.000,716267,649773,accepted
2021-11-12 17:05:50.000,716827,649227,accepted
2021-11-12 17:06:18.000,717091,648969,accepted
2021-11-12 17:06:19.000,717102,648959,accepted
2021-11-12 17:05:16.000,716494,649554,accepted
2021-11-12 17:05:59.000,716911,649143,accepted
2021-11-12 17:05:13.000,716463,649584,accepted
2021-11-12 17:05:13.000,716465,649582,accepted
2021-11-12 18:15:46.000,717472,649930,accepted
2021-11-12 17:05:14.000,716474,649573,accepted
2021-11-12 17:05:00.000,716327,649718,accepted
2021-11-12 17:06:18.000,717097,648964,accepted
2021-11-12 17:05:37.000,716699,649353,accepted
2021-11-12 17:06:18.000,717096,648965,accepted
2021-11-12 17:05:25.000,716580,649472,accepted
2021-11-12 17:06:17.000,717086,648974,accepted
2021-11-12 17:06:21.000,717126,648966,rejected
2021-11-12 17:06:18.000,717094,648966,rejected
2021-11-12 17:04:47.000,716199,649840,accepted
2021-11-12 17:05:10.000,716429,649618,accepted
2021-11-12 17:04:45.000,716188,648763,accepted
2021-11-12 17:04:45.000,716197,648772,accepted
2021-11-12 22:00:13.000,717931,649500,accepted
2021-11-12 20:02:21.000,717714,650222,accepted
2021-11-12 20:01:58.000,717495,650025,accepted
2021-11-12 22:00:17.000,717960,648966,rejected
2021-11-12 22:00:13.000,717938,648966,rejected
2021-11-12 22:00:20.000,717975,648966,accepted
2021-11-13 17:05:55.000,718895,650675,accepted
2021-11-13 17:04:43.000,718185,651365,accepted
2021-11-13 17:05:55.000,718896,650674,accepted
2021-11-13 17:05:28.000,718632,650922,accepted
2021-11-13 17:05:32.000,718682,650872,accepted
2021-11-13 17:05:54.000,718886,650683,accepted
2021-11-13 17:05:04.000,718392,651161,accepted
2021-11-13 17:05:06.000,718417,651136,accepted
2021-11-13 17:05:25.000,718607,650947,accepted
2021-11-13 17:05:41.000,718761,650797,accepted
2021-11-13 17:05:56.000,718906,650667,accepted
2021-11-13 17:05:41.000,718769,650817,rejected
2021-11-13 17:04:59.000,718348,651204,accepted
2021-11-13 17:00:26.000,718015,650435,accepted
2021-11-13 17:05:54.000,718891,650679,accepted
2021-11-13 17:05:20.000,718555,650999,accepted
2021-11-13 17:04:35.000,718110,651439,accepted
2021-11-13 17:05:05.000,718406,651147,accepted
2021-11-13 17:05:56.000,718900,650671,accepted
2021-11-13 17:04:38.000,718138,651412,accepted
2021-11-13 17:04:31.000,718076,651473,accepted
2021-11-13 17:05:42.000,718771,650788,accepted
2021-11-13 17:06:16.000,719094,650501,accepted
2021-11-13 17:04:33.000,718087,651462,accepted
2021-11-13 17:04:47.000,718228,651323,accepted
2021-11-13 17:05:56.000,718909,650665,accepted
2021-11-13 17:05:10.000,718456,651098,accepted
2021-11-13 17:05:07.000,718427,651126,accepted
2021-11-13 17:05:20.000,718552,651002,accepted
2021-11-13 17:05:09.000,718450,651104,accepted
2021-11-13 17:05:55.000,718893,650677,accepted
2021-11-13 17:05:39.000,718741,650817,rejected
2021-11-13 17:04:42.000,718181,651369,accepted
2021-11-13 17:04:52.000,718276,651275,accepted
2021-11-13 17:04:59.000,718343,651209,accepted
2021-11-13 17:05:56.000,718907,650666,accepted
2021-11-13 17:05:01.000,718372,651181,accepted
2021-11-13 17:05:44.000,718786,650773,accepted
2021-11-13 17:05:56.000,718905,650668,accepted
2021-11-13 17:05:27.000,718621,650933,accepted
2021-11-13 17:05:34.000,718695,650860,accepted
2021-11-13 17:05:19.000,718542,651012,accepted
2021-11-13 17:05:30.000,718660,650894,accepted
2021-11-13 17:05:06.000,718415,651138,accepted
2021-11-13 17:05:56.000,718911,650663,accepted
2021-11-13 17:05:55.000,718897,650673,accepted
2021-11-13 17:05:30.000,718657,650897,accepted
2021-11-13 17:05:24.000,718598,650956,accepted
2021-11-13 17:05:54.000,718888,650681,accepted
2021-11-13 17:05:25.000,718606,650948,accepted
2021-11-13 17:05:54.000,718887,650682,accepted
2021-11-13 17:05:44.000,718785,650774,accepted
2021-11-13 17:05:56.000,718904,650669,accepted
2021-11-13 17:04:51.000,718266,651285,accepted
2021-11-13 17:05:21.000,718565,650989,accepted
2021-11-13 17:05:38.000,718734,650824,accepted
2021-11-13 17:05:02.000,718378,651175,accepted
2021-11-13 17:05:44.000,718796,650763,accepted
2021-11-13 17:05:55.000,718898,650672,accepted
2021-11-13 17:05:17.000,718524,651030,accepted
2021-11-13 17:05:54.000,718892,650678,accepted
2021-11-13 22:00:21.000,719520,650817,accepted
2021-11-13 20:01:20.000,719284,651853,accepted
2021-11-14 17:02:53.000,719730,652464,accepted
2021-11-14 17:03:36.000,720164,652042,accepted
2021-11-14 17:03:06.000,719864,652334,accepted
2021-11-14 17:03:25.000,720057,652144,accepted
2021-11-14 17:03:37.000,720173,652035,accepted
2021-11-14 17:03:18.000,719981,652218,accepted
2021-11-14 17:02:51.000,719717,652477,accepted
2021-11-14 17:03:37.000,720174,652034,accepted
2021-11-14 17:03:12.000,719924,652275,accepted
2021-11-14 17:03:14.000,719950,652249,accepted
2021-11-14 17:02:53.000,719742,652452,accepted
2021-11-14 17:03:13.000,719939,652260,accepted
2021-11-14 17:03:25.000,720051,652150,accepted
2021-11-14 17:02:57.000,719779,652415,accepted
2021-11-14 17:03:25.000,720055,652146,accepted
2021-11-14 17:03:21.000,720017,652184,accepted
2021-11-14 17:03:37.000,720172,652036,accepted
2021-11-14 17:03:21.000,720012,652189,accepted
2021-11-14 17:03:37.000,720175,652033,accepted
2021-11-14 17:03:05.000,719855,652342,accepted
2021-11-14 17:03:37.000,720170,652038,accepted
2021-11-14 17:02:47.000,719686,651910,accepted
2021-11-14 17:03:37.000,720169,652039,accepted
2021-11-14 17:03:03.000,719835,652361,accepted
2021-11-14 17:03:17.000,719973,652226,accepted
2021-11-14 17:03:31.000,720113,652089,accepted
2021-11-14 17:02:57.000,719772,652422,accepted
2021-11-14 17:02:49.000,719695,652499,accepted
2021-11-14 17:03:20.000,720005,652196,accepted
2021-11-14 17:03:37.000,720171,652037,accepted
2021-11-14 17:03:01.000,719814,652382,accepted
2021-11-14 17:02:47.000,719670,651895,accepted
2021-11-14 17:03:17.000,719969,652230,accepted
2021-11-14 17:03:10.000,719901,652297,accepted
2021-11-14 17:03:23.000,720032,652169,accepted
2021-11-14 17:02:59.000,719799,652396,accepted
2021-04-03 21:05:23.000,303645,291533,accepted
2021-04-03 22:59:13.000,304412,290915,rejected
2021-07-04 21:10:03.000,444274,417759,rejected
2021-04-11 21:06:48.000,314584,300345,accepted
2021-03-19 21:29:12.000,284677,274063,accepted
2021-03-12 22:27:04.000,275957,266415,accepted
2021-04-15 21:10:05.000,317217,303476,accepted
2021-03-09 22:04:41.000,272740,262435,accepted
2021-05-27 21:10:30.000,379214,361962,accepted
2021-05-13 21:11:28.000,358017,340622,accepted
2021-04-01 21:08:45.000,298528,286801,accepted
2021-05-27 21:09:15.000,378159,363017,accepted
2021-04-03 21:05:19.000,303592,291586,accepted
2021-05-23 21:07:28.000,375784,359918,accepted
2021-07-03 21:17:32.000,442030,415245,accepted
2021-03-06 22:11:38.000,270616,259827,accepted
2021-03-18 21:17:31.000,282109,271554,accepted
2021-04-29 21:12:14.000,337191,321742,rejected
2021-07-01 21:12:08.000,436129,410763,rejected
2021-06-10 21:13:41.000,401628,381437,accepted
2021-04-16 21:16:58.000,319969,306451,accepted
2021-07-03 21:17:39.000,442071,415214,accepted
2021-04-16 21:17:46.000,320598,305822,accepted
2021-04-23 21:17:20.000,329058,316480,accepted
2021-04-08 21:10:49.000,308485,294079,accepted
2021-04-18 21:07:07.000,323733,309788,accepted
2021-04-01 21:08:40.000,298468,286861,accepted
2021-04-19 21:05:13.000,325047,310436,accepted
2021-03-18 21:20:21.000,282553,271110,accepted
2021-07-03 21:13:26.000,439876,414930,accepted
2021-05-21 23:21:15.000,373397,352657,accepted
2021-06-10 21:12:39.000,400756,382309,accepted
2021-03-12 22:27:42.000,276060,266312,accepted
2021-03-18 21:23:28.000,283045,270618,accepted
2021-07-12 22:59:26.000,458498,429364,rejected
2021-04-02 21:13:26.000,300347,290172,accepted
2021-04-09 00:01:54.000,308888,295826,accepted
2021-05-29 21:13:45.000,383215,367697,accepted
2021-07-01 21:09:23.000,434831,411997,accepted
2021-04-24 01:59:11.000,332386,317040,rejected
2021-05-08 00:02:38.000,353153,335904,accepted
2021-05-30 21:08:22.000,386551,368928,accepted
2021-07-08 21:15:33.000,447827,421189,accepted
2021-03-07 22:11:43.000,271663,260740,accepted
2021-05-27 21:09:10.000,378091,363085,accepted
2021-04-02 21:14:37.000,301287,289232,accepted
2021-03-19 21:32:50.000,285253,273487,accepted
2021-05-29 22:59:49.000,385482,365992,rejected
2021-04-09 21:16:22.000,310945,297088,accepted
2021-04-13 21:03:39.000,315876,302290,accepted
2021-04-23 21:19:16.000,330645,314893,accepted
2021-06-07 21:06:17.000,398975,379893,accepted
2021-03-22 21:05:51.000,288844,277476,accepted
2021-04-29 21:13:30.000,338147,320786,accepted
2021-04-10 22:59:04.000,313634,299580,rejected
2021-07-03 21:17:39.000,442072,415213,rejected
2021-07-04 21:10:02.000,444267,417763,accepted
2021-06-26 21:07:58.000,431200,407345,accepted
2021-07-08 22:59:33.000,449045,420432,rejected
2021-06-10 21:13:57.000,401840,381225,accepted
2021-04-25 21:07:24.000,334414,318322,accepted
2021-05-02 21:07:25.000,344268,328217,accepted
2021-04-22 21:12:52.000,327441,312021,accepted
2021-04-22 21:12:36.000,327230,312232,accepted
2021-05-21 00:40:33.000,367868,354532,accepted
2021-06-22 21:04:16.000,422691,400575,accepted
2021-04-22 21:13:25.000,327901,311561,accepted
2021-04-01 21:09:33.000,299187,286142,accepted
2021-04-24 21:05:15.000,332463,318069,accepted
2021-04-11 21:06:26.000,314296,300633,accepted
2021-06-11 21:22:33.000,405465,384132,accepted
2021-03-06 22:10:03.000,270366,260077,accepted
2021-03-26 21:25:06.000,293103,281310,accepted
2021-04-01 21:09:18.000,298974,286355,accepted
2021-04-23 21:19:46.000,331065,314473,accepted
2021-06-03 21:14:20.000,390658,371339,accepted
2021-05-25 21:03:06.000,377603,361055,accepted
2021-04-05 21:04:28.000,305882,293068,accepted
2021-05-29 22:59:47.000,385469,366039,rejected
2021-06-28 22:59:24.000,434063,409503,rejected
2021-03-26 21:31:06.000,294013,280400,rejected
2021-04-09 21:15:15.000,310070,297963,accepted
2021-07-05 21:07:44.000,445100,419432,accepted
2021-04-04 22:59:11.000,305475,291884,rejected
2021-03-19 21:24:42.000,283951,274789,accepted
2021-04-23 22:59:54.000,332074,314248,rejected
2021-06-18 21:25:51.000,417062,394000,accepted
2021-06-08 22:59:14.000,399777,380637,rejected
2021-05-16 21:07:35.000,365592,347177,accepted
2021-03-05 22:26:58.000,267947,258276,accepted
2021-04-30 21:17:12.000,338886,326266,accepted
2021-05-02 21:07:58.000,344716,327769,rejected
2021-03-25 21:13:07.000,290387,279234,accepted
2021-04-22 21:12:25.000,327073,312389,accepted
2021-05-01 21:05:55.000,342797,327426,accepted
2021-05-28 21:12:32.000,380495,365211,accepted
2021-05-16 21:07:04.000,365166,347603,accepted
2021-03-07 22:07:41.000,271003,261400,accepted
2021-03-22 21:05:02.000,288717,277603,rejected
2021-03-08 22:07:42.000,272250,261796,accepted
2021-04-15 21:11:08.000,318043,302650,rejected
2021-04-22 21:12:32.000,327160,312302,accepted
2021-04-09 23:00:07.000,312465,296377,rejected
2021-05-28 21:12:33.000,380512,365194,accepted
2021-03-04 22:18:44.000,265895,255475,accepted
2021-05-09 21:08:30.000,355273,337326,accepted
2021-03-27 21:10:14.000,295449,283029,accepted
2021-03-28 21:10:50.000,296525,283809,accepted
2021-06-18 21:25:46.000,417018,394037,accepted
2021-07-04 21:08:12.000,443430,418555,accepted
2021-07-02 21:13:57.000,437044,414451,accepted
2021-03-16 21:06:14.000,281266,269950,accepted
2021-05-29 21:15:14.000,384617,366295,accepted
2021-03-06 22:11:12.000,270546,259897,accepted
2021-03-26 21:27:42.000,293515,280898,accepted
2021-04-30 21:17:26.000,339088,326064,accepted
2021-03-30 21:06:17.000,297629,285366,accepted
2021-03-13 22:09:26.000,278652,267924,accepted
2021-05-02 21:07:58.000,344720,327765,accepted
2021-07-11 22:59:08.000,457175,427928,accepted
2021-07-13 22:59:17.000,459327,430109,rejected
2021-07-09 21:23:15.000,451994,424000,accepted
2021-06-24 21:12:43.000,423500,402533,accepted
2021-04-02 21:15:50.000,302234,288285,accepted
2021-04-30 21:18:18.000,339815,325337,accepted
2021-04-23 21:20:07.000,331344,314194,accepted
2021-04-05 21:04:49.000,306170,292780,accepted
2021-06-21 21:05:53.000,421525,400147,accepted
2021-06-11 22:59:56.000,406213,384080,rejected
2021-03-19 21:24:03.000,283850,274890,accepted
2021-05-28 21:14:12.000,381923,363783,accepted
2021-06-13 21:08:12.000,408781,388777,accepted
2021-04-01 21:08:22.000,298215,287114,accepted
2021-05-02 21:07:49.000,344599,327886,accepted
2021-05-13 21:11:07.000,357719,340920,accepted
2021-04-15 21:11:10.000,318068,302625,accepted
2021-06-18 21:23:52.000,416403,394594,accepted
2021-06-17 21:12:35.000,411035,393118,accepted
2021-03-26 21:28:07.000,293563,280850,accepted
2021-05-21 21:16:59.000,369250,357995,accepted
2021-06-11 21:20:12.000,403620,385977,accepted
2021-05-29 21:13:46.000,383226,367686,accepted
2021-06-10 21:12:13.000,400369,382696,accepted
2021-05-07 21:19:08.000,349896,335089,accepted
2021-03-22 21:05:04.000,288721,277599,accepted
2021-06-17 21:14:51.000,412220,391961,accepted
2021-05-14 00:02:29.000,359588,341710,accepted
2021-04-02 21:13:49.000,300650,289869,accepted
2021-05-13 21:12:35.000,358972,339667,accepted
2021-06-25 21:20:59.000,427272,405468,accepted
2021-04-12 21:05:03.000,315050,301780,accepted
2021-03-29 21:06:54.000,297012,284897,accepted
2021-05-27 21:09:18.000,378190,362986,accepted
2021-03-19 21:31:02.000,284963,273777,accepted
2021-07-13 22:59:13.000,459308,430105,rejected
2021-06-10 21:12:05.000,400259,382806,accepted
2021-05-07 21:18:40.000,349504,335481,accepted
2021-04-15 21:10:45.000,317731,302962,accepted
2021-05-01 21:06:34.000,343311,326912,accepted
2021-04-26 00:01:49.000,334712,319321,accepted
2021-06-10 21:13:54.000,401803,381262,rejected
2021-05-21 21:18:15.000,370320,356925,accepted
2021-04-27 21:03:42.000,335940,320196,accepted
2021-04-02 21:15:03.000,301633,288886,accepted
2021-06-01 21:04:19.000,388604,370670,accepted
2021-03-25 21:19:01.000,291281,278340,accepted
2021-03-11 22:16:42.000,273811,263640,accepted
2021-04-24 21:06:05.000,333148,317384,accepted
2021-05-21 23:00:00.000,372702,355279,rejected
2021-04-15 21:10:10.000,317275,303418,accepted
2021-05-22 21:05:51.000,374406,359033,accepted
2021-04-24 00:02:17.000,332190,317196,accepted
2021-05-09 00:01:48.000,354286,337043,accepted
2021-03-19 21:33:54.000,285422,273318,accepted
2021-04-23 21:18:45.000,330227,315311,accepted
2021-07-04 21:09:03.000,443954,418040,accepted
2021-07-10 21:08:31.000,455135,427039,accepted
2021-03-18 21:23:34.000,283062,270601,accepted
2021-07-08 21:14:46.000,447504,421493,accepted
2021-03-15 21:09:14.000,280772,269339,accepted
2021-04-08 21:10:49.000,308475,294089,accepted
2021-06-03 21:13:38.000,390088,371909,accepted
2021-03-25 21:18:58.000,291274,278347,accepted
2021-05-21 23:21:55.000,373820,353548,accepted
2021-04-23 21:19:46.000,331060,314478,accepted
2021-03-27 21:09:45.000,295374,283104,accepted
2021-06-24 21:14:48.000,424546,401520,accepted
2021-05-14 23:00:18.000,363482,343909,accepted
2021-04-23 21:19:46.000,331061,314477,accepted
2021-05-27 21:09:41.000,378533,362643,accepted
2021-05-09 21:08:11.000,354994,337605,accepted
2021-04-02 21:16:07.000,302466,288053,accepted
2021-04-12 21:04:53.000,314928,301902,accepted
2021-04-18 22:59:18.000,324553,309187,rejected
2021-04-10 21:05:23.000,312785,300061,accepted
2021-05-02 21:07:25.000,344261,328224,accepted
2021-06-11 00:03:24.000,402375,383440,accepted
2021-04-06 21:03:36.000,306685,293495,accepted
2021-04-02 21:15:02.000,301618,288901,accepted
2021-03-18 21:18:40.000,282291,271372,accepted
2021-05-30 21:07:43.000,386003,369476,accepted
2021-04-25 21:06:34.000,333721,319015,accepted
2021-06-01 21:04:20.000,388617,370657,accepted
2021-03-09 22:04:08.000,272647,262528,accepted
2021-07-09 00:03:39.000,449203,422804,accepted
2021-04-02 21:15:17.000,301815,288704,accepted
2021-04-16 21:17:54.000,320714,305706,accepted
2021-04-23 01:59:13.000,328522,313538,rejected
2021-03-07 22:11:21.000,271607,260796,accepted
2021-05-28 21:13:17.000,381150,364556,accepted
2021-04-22 21:11:47.000,326553,312909,accepted
2021-06-20 21:09:19.000,420826,398564,accepted
2021-05-21 21:20:13.000,371927,355318,accepted
2021-03-26 21:17:07.000,291841,282572,accepted
2021-04-29 21:11:06.000,336258,322675,accepted
2021-04-26 21:05:22.000,335228,319582,accepted
2021-03-14 21:10:55.000,279507,269000,accepted
2021-07-02 21:16:23.000,438373,413150,accepted
2021-03-22 21:05:38.000,288813,277507,accepted
2021-06-03 21:13:13.000,389746,372251,accepted
2021-03-08 22:05:54.000,271965,262081,accepted
2021-05-14 21:20:22.000,362669,342430,accepted
2021-03-18 21:20:13.000,282533,271130,accepted
2021-03-07 22:09:31.000,271305,261098,accepted
2021-04-09 21:15:39.000,310383,297650,accepted
2021-03-05 22:25:28.000,267716,258507,accepted
2021-04-30 00:02:29.000,338682,322915,accepted
2021-03-26 21:27:28.000,293483,280930,accepted
2021-03-28 21:10:54.000,296534,283800,accepted
2021-04-02 21:15:36.000,302047,288472,accepted
2021-05-21 21:17:52.000,370002,357243,accepted
2021-03-05 22:30:00.000,268402,257821,accepted
2021-07-04 21:10:01.000,444260,417768,rejected
2021-04-18 21:07:51.000,324338,309183,accepted
2021-07-08 21:15:18.000,447738,421267,accepted
2021-06-25 21:21:31.000,427542,405203,accepted
2021-03-28 21:10:58.000,296544,283790,accepted
2021-05-07 00:02:48.000,349031,332258,accepted
2021-04-15 21:10:58.000,317906,302787,accepted
2021-06-19 21:06:23.000,418652,398139,accepted
2021-06-13 21:08:26.000,408963,388595,accepted
2021-06-25 00:04:17.000,425752,403235,accepted
2021-04-16 00:01:56.000,318458,304545,accepted
2021-04-08 21:10:27.000,308189,294375,accepted
2021-05-08 21:06:57.000,353750,336523,accepted
2021-03-30 21:06:20.000,297638,285357,accepted
2021-05-14 21:19:50.000,362218,342881,accepted
2021-07-09 21:19:43.000,449877,426065,accepted
2021-05-22 21:06:05.000,374607,358832,accepted
2021-05-06 21:10:47.000,346713,331935,accepted
2021-04-15 21:10:49.000,317791,302902,accepted
2021-05-29 21:14:59.000,384365,366547,accepted
2021-04-16 21:18:37.000,321269,305151,accepted
2021-05-07 21:20:20.000,350883,334102,accepted
2021-07-09 21:19:50.000,449953,425990,accepted
2021-03-11 22:18:17.000,274068,263383,accepted
2021-05-07 21:21:19.000,351674,333311,accepted
2021-06-18 21:19:59.000,414532,396435,accepted
2021-03-20 21:10:46.000,287310,275615,accepted
2021-04-27 21:03:41.000,335933,320203,accepted
2021-06-18 00:03:54.000,413817,393294,accepted
2021-03-06 22:09:24.000,270261,260182,accepted
2021-06-19 21:07:52.000,419353,397468,accepted
2021-03-30 21:06:10.000,297606,285389,accepted
2021-04-16 21:18:26.000,321124,305296,accepted
2021-04-04 21:06:20.000,305167,292011,accepted
2021-03-11 22:21:54.000,274639,262812,accepted
2021-04-01 21:09:26.000,299089,286240,accepted
2021-05-07 21:21:16.000,351630,333355,accepted
2021-04-27 22:59:10.000,336063,320118,rejected
2021-06-11 21:21:15.000,404475,385122,accepted
2021-05-14 21:18:14.000,360827,344272,accepted
2021-04-09 22:59:58.000,312420,296364,rejected
2021-06-17 21:15:48.000,412678,391511,accepted
2021-06-25 21:22:02.000,427740,405009,accepted
2021-03-25 21:10:42.000,290012,279609,accepted
2021-05-23 21:07:54.000,376141,359561,accepted
2021-04-03 21:05:22.000,303634,291544,accepted
2021-06-10 21:13:04.000,401101,381964,accepted
2021-03-25 21:15:02.000,290676,278945,accepted
2021-03-12 22:37:05.000,277520,264852,accepted
2021-04-09 21:15:38.000,310367,297666,accepted
2021-05-10 21:05:03.000,356017,338560,accepted
2021-05-14 21:19:34.000,362000,343099,accepted
2021-05-13 21:11:18.000,357876,340763,accepted
2021-07-09 21:22:09.000,451341,424636,accepted
2021-04-22 21:13:27.000,327925,311537,accepted
2021-04-10 21:05:57.000,313245,299601,accepted
2021-06-24 21:13:09.000,423701,402345,accepted
2021-04-03 13:39:29.000,303424,290722,accepted
2021-03-26 21:23:20.000,292836,281577,accepted
2021-05-31 21:06:15.000,387882,369885,rejected
2021-04-16 21:17:45.000,320589,305831,accepted
2021-04-30 21:17:53.000,339461,325691,accepted
2021-05-14 21:18:41.000,361234,343865,accepted
2021-03-26 21:25:55.000,293237,281176,accepted
2021-04-03 13:39:27.000,303399,290747,accepted
2021-03-04 22:18:32.000,265864,255506,accepted
2021-03-19 21:25:55.000,284150,274590,accepted
2021-05-14 21:18:19.000,360898,344201,accepted
2021-04-08 21:09:50.000,307713,294851,accepted
2021-06-11 23:00:01.000,406243,384065,rejected
2021-04-23 21:18:58.000,330404,315134,accepted
2021-04-03 21:05:21.000,303625,291553,accepted
2021-04-03 21:05:31.000,303753,291425,accepted
2021-04-06 21:03:20.000,306463,293717,accepted
2021-05-28 00:02:57.000,380124,363193,accepted
2021-05-13 21:10:40.000,357321,341318,accepted
2021-05-02 21:07:45.000,344547,327938,accepted
2021-03-19 21:25:44.000,284120,274620,accepted
2021-03-26 21:27:53.000,293536,280877,accepted
2021-04-03 21:06:10.000,304257,290921,accepted
2021-04-09 21:17:20.000,311696,296337,accepted
2021-05-28 22:59:35.000,382387,363784,rejected
2021-04-06 21:03:25.000,306531,293649,accepted
2021-04-09 21:14:11.000,309241,298792,accepted
2021-06-11 21:22:35.000,405482,384115,accepted
2021-06-29 21:04:21.000,434413,410512,accepted
2021-04-03 13:39:29.000,303415,290731,accepted
2021-04-30 21:17:37.000,339241,325911,accepted
2021-04-29 21:12:13.000,337190,321743,accepted
2021-04-18 22:59:20.000,324567,309206,rejected
2021-07-12 21:07:27.000,458223,429361,accepted
2021-05-18 21:04:23.000,367493,348814,accepted
2021-03-25 21:18:10.000,291149,278472,accepted
2021-03-08 22:08:37.000,272397,261649,accepted
2021-03-19 21:21:13.000,283396,272294,accepted
2021-07-03 21:14:57.000,440774,416437,accepted
2021-07-06 21:04:54.000,446184,420009,accepted
2021-06-19 21:06:43.000,418851,397943,accepted
2021-05-10 21:05:22.000,356299,338278,accepted
2021-05-02 21:07:05.000,343992,328493,accepted
2021-03-18 21:18:30.000,282265,271398,accepted
2021-06-18 21:21:34.000,415314,395669,accepted
2021-04-01 21:09:18.000,298976,286353,accepted
2021-03-11 22:14:44.000,273487,263964,accepted
2021-03-23 22:59:15.000,289688,277782,accepted
2021-05-29 21:14:59.000,384388,366524,accepted
2021-04-09 21:16:16.000,310869,297164,accepted
2021-04-01 21:08:10.000,298051,287278,accepted
2021-05-09 21:08:22.000,355159,337440,accepted
2021-03-22 21:07:26.000,289087,277233,accepted
2021-06-17 21:14:37.000,412106,392072,accepted
2021-06-11 21:22:36.000,405502,384095,accepted
